lemma,definition,count
engine,motor that converts thermal energy to mechanical work,144149162
memory,something that is remembered,144116317
tried,make an effort or attempt,144017342
sold,exchange or deliver for money or its equivalent,143923006
easy,posing no difficulty; requiring little effort,143663377
asset,a useful or valuable quality,143574316
expenditure,money paid out; an amount spent,143399191
containing,include or contain; have as a component,143271435
native,characteristic of or existing by virtue of geographic origin,143258134
critical,marked by a tendency to find and call attention to errors and flaws,143128502
pain,a symptom of some physical hurt or disorder,143095667
possibility,a future prospect or potential,143020705
entirely,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly'),142948359
adult,a fully developed person from maturity onward,142918537
alternative,one of a number of things from which only one can be chosen,142916776
establishment,the act of forming or establishing something,142883327
labour,a social class comprising those who do manual labor or work for wages,142784469
bear,have,142732396
cultural,of or relating to the arts and manners that a group favors,142569667
prevent,keep from happening or arising; make impossible,142479950
speak,express in speech,142408913
introduced,cause to come to know personally,142375554
season,a period of the year marked by special events or activities in some field,142296334
sun,the star that is the source of light and heat for the planets in the solar system,142237393
determination,"the act of determining the properties of something, usually by research or calculation",142093747
getting,the act of acquiring something,142072660
skill,an ability that has been acquired by training,142043938
strategy,an elaborate and systematic plan of action,141843854
signal,any nonverbal action or gesture that encodes a message,141799988
block,a solid piece of something (usually having flat rectangular sides),141702798
maintenance,activity involved in maintaining something in good working order,141615779
race,move fast,141500312
commerce,transactions (sales and purchases) having the objective of supplying commodities (goods and services),141478701
wind,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure,141421160
fuel,a substance that can be consumed to produce energy,141408093
relief,the feeling that comes when something burdensome is removed or reduced,141290984
worked,exert oneself by doing mental or physical work for a purpose or out of necessity,141205882
convention,a large formal assembly,141129776
develop,"make something new, such as a product or a mental or artistic creation",140866147
estimated,judge tentatively or form an estimate of (quantities or time),140854641
reasonable,showing reason or sound judgment,140843451
merely,and nothing more,140688817
fourth,coming next after the third and just before the fifth in position or time or degree or magnitude,140679152
channel,a path over which electrical signals can pass,140673352
oh,a midwestern state in north central United States in the Great Lakes region,140592900
fruit,the ripened reproductive body of a seed plant,140562720
setting,the context and environment in which something is set,140453222
coast,the shore of a sea or ocean,140421621
suggested,"make a proposal, declare a plan for something",140368451
growing,(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level,140336116
obtain,come into possession of,140252648
bridge,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,140251128
christ,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29),140225307
inside,within a building,140149625
served,"serve a purpose, role, or function",139933160
housing,structures collectively in which people are housed,139919294
ordinary,not exceptional in any way especially in quality or ability or size or degree,139863247
intended,resulting from one's intentions,139748699
combination,a collection of things that have been combined; an assemblage of separate parts or qualities,139675935
liability,the state of being legally obliged and responsible,139650061
approximately,(of quantities) imprecise but fairly close to correct,139644765
scheme,an elaborate and systematic plan of action,139637798
command,an authoritative direction or instruction to do something,139552122
territory,a region marked off for administrative or other purposes,139453282
interesting,arousing or holding the attention,139340221
thirty,being ten more than twenty,139305253
mill,a plant consisting of one or more buildings with facilities for manufacturing,139180167
bind,stick to firmly,138951683
showing,the display of a motion picture,138858006
stress,the relative prominence of a syllable or musical note (especially with regard to stress or pitch),138694171
treated,subjected to a physical (or chemical) treatment or action or agent,138480711
lay,put into a certain place or abstract location,138404255
user,a person who makes use of a thing; someone who uses or employs something,138388181
proposal,something proposed (such as a plan or assumption),138093726
standing,social or financial or professional status or reputation,137890220
indicated,be a signal for or a symptom of,137848229
output,final product; the things produced,137733893
valley,a long depression in the surface of the land that usually contains a river,137720513
amended,of legislation,137465674
japan,"a string of more than 3,000 islands to the east of Asia extending 1,300 miles between the Sea of Japan and the western Pacific Ocean",137334631
bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,137221857
proportion,the quotient obtained when the magnitude of a part is divided by the magnitude of the whole,137140475
leading,indicating the most important performer or role,137100730
enemy,an opposing military force,137039769
remains,any object that is left unused or still extant,137013441
providing,give something useful or necessary to,136720149
successful,having succeeded or being marked by a favorable outcome,136663832
soul,the immaterial part of a person; the actuating cause of an individual life,136654556
layer,single thickness of usually some homogeneous substance,136541105
edge,the boundary of a surface,136358171
substance,the real physical matter of which a person or thing consists,136212797
ordered,having a systematic arrangement; especially having elements succeeding in order according to rule,136180468
dry,free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet,136093857
africa,the second largest continent; located to the south of Europe and bordered to the west by the South Atlantic and to the east by the Indian Ocean,136033964
requires,"require as useful, just, or proper",135923311
origin,"the place where something begins, where it springs into being",135833109
regional,characteristic of a region,135784750
consumer,a person who uses goods or services,135749799
freedom,the condition of being free; the power to act or speak or think without externally imposed restraints,135721866
mary,the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics,135307371
winter,the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox,135304661
preparation,the activity of putting or setting in order in advance of some act or purpose,135281217
frequently,many times at short intervals,135257998
accepted,generally approved or compelling recognition,135251268
moral,concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,135096547
opening,first or beginning,135052528
remember,recall knowledge from memory; have a recollection,134991908
eastern,lying toward or situated in the east,134472265
responsible,worthy of or requiring responsibility or trust; or held accountable,134459298
editor,a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine),134442471
thinking,the process of using your mind to consider something carefully,134327265
wrote,produce a literary work,133913484
located,situated in a particular spot or position,133895913
expressed,communicated in words,133834746
royal,of or relating to or indicative of or issued or performed by a king or queen or other monarch,133607880
legislation,law enacted by a legislative body,133602660
somewhat,to a small degree or extent,133566346
variation,an instance of change; the rate or magnitude of change,133436719
summary,a brief statement that presents the main points in a concise form,133380242
category,a collection of things sharing a common attribute,133340167
team,a cooperative unit (especially in sports),133135621
removed,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",132974271
shape,any spatial attributes (especially as defined by outline),132958618
contained,include or contain; have as a component,132643574
changed,made or become different in nature or form,132602170
occasion,an event that occurs at a critical time,132290874
vice,moral weakness,131882314
comment,a statement that expresses a personal opinion or belief or adds information,131667782
sector,a plane figure bounded by two radii and the included arc of a circle,131591539
evaluation,act of ascertaining or fixing the value or worth of,131329511
granted,acknowledged as a supposition,131315474
double,a base hit on which the batter stops safely at second base,131250435
trying,hard to endure,131225379
stood,be standing; be upright,131093318
marriage,the state of being a married couple voluntarily joined for life (or until divorce),131092803
appearance,outward or visible aspect of a person or thing,131037333
conflict,an open clash between two opposing groups (or individuals); --Thomas Paine,130924770
edition,the form in which a text (especially a printed book) is published,130749952
guide,direct the course; determine the direction of travelling,130727362
entry,an item inserted in a written record,130461543
compensation,something (such as money) given or received as payment or reparation (as for a service or loss or injury),130405675
rose,any of many shrubs of the genus Rosa that bear roses,130317011
crime,(criminal law) an act punishable by law; usually considered an evil act,130310914
closed,not open or affording passage or access,130256664
mechanism,the atomic process that occurs during a chemical reaction,130179060
saying,a word or phrase that particular people use in particular situations,129913220
edward,King of England and Ireland in 1936; his marriage to Wallis Warfield Simpson created a constitutional crisis leading to his abdication (1894-1972),129746704
club,a team of professional baseball players who play and travel together,129721195
ohio,a midwestern state in north central United States in the Great Lakes region,129538603
clerk,"an employee who performs clerical work (e.g., keeps records or accounts)",129500485
exception,a deliberate act of omission,129484706
evening,the latter part of the day (the period of decreasing daylight from late afternoon until nightfall),129464828
waste,spend thoughtlessly; throw away,129427539
completed,successfully completed or brought to an end,129410029
generation,all the people living at the same time or of approximately the same age,129361265
correct,make right or correct,129131077
represented,take the place of or be parallel or equivalent to,128886535
jurisdiction,(law) the right and power to interpret and apply the law,128864994
soviet,of or relating to or characteristic of the former Soviet Union or its people,128730351
hair,a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss,128669928
band,an unofficial association of people or groups,128344839
personnel,group of people willing to obey orders,128284976
percentage,a proportion in relation to a whole (which is usually the amount per hundred),128236923
certificate,a document attesting to the truth of certain stated facts,128047424
paris,the capital and largest city of France; and international center of culture and commerce,128044990
relatively,in a relative manner; by comparison to something else,127716275
criminal,someone who has committed a crime or has been legally convicted of a crime,127617277
mode,how something is done or how it happens,127552746
context,discourse that surrounds a language unit and helps to determine its interpretation,127515401
possession,the act of having and controlling property,127415491
mental,involving the mind or an intellectual process,127295966
negative,characterized by or displaying negation or denial or opposition or resistance; having no positive features,127063787
depth,the extent downward or backward or inward,126982099
completely,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly'),126925028
connected,being joined in close association,126888883
attitude,a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways,126816665
column,a line of units following one after another,126743657
mouth,the opening through which food is taken in and vocalizations emerge,126704258
opened,used of mouth or eyes,126672821
doctor,a licensed medical practitioner,126661709
seed,a small hard fruit,126395741
mm,a metric unit of length equal to one thousandth of a meter,126228359
solid,matter that is solid at room temperature and pressure,126175027
enter,to come or go into,126076011
message,a communication (usually brief) that is written or spoken or signaled,125938134
wrong,not correct; not in conformity with fact or truth,125778655
salt,a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal),125658790
proof,any factual evidence that helps to establish the truth of something,125606116
send,cause to go somewhere,125374176
create,make or cause to be or to become,125222509
express,give expression to,125158004
carrier,someone whose employment involves carrying something,125061530
chinese,of or pertaining to China or its peoples or cultures,125057944
worth,worthy of being treated in a particular way; ;  (often used ironically),124979425
rich,possessing material wealth,124893647
die,pass from physical life and lose all bodily attributes and functions necessary to sustain life,124889782
previously,at an earlier time or formerly,124871040
performed,carry out or perform an action,124743316
laid,set down according to a plan:,124588877
fiscal,involving financial matters,124443662
grain,a relatively small granular particle of a substance,124299971
chance,a possibility due to a favorable combination of circumstances,124273282
focus,the concentration of attention or energy on something,124248571
load,weight to be borne or conveyed,124220082
settlement,a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government,124142456
supreme,final or last in your life or progress,124081514
root,(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground,124045312
tube,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,124010475
protein,any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,123946448
drawn,showing the wearing effects of overwork or care or suffering; ; ; ; - Charles Dickens,123854176
customer,someone who pays for goods or services,123726744
obligation,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,123723901
garden,a plot of ground where plants are cultivated,123720906
statistic,a datum that can be represented numerically,123674810
boundary,the line or plane indicating the limit or extent of something,123634037
maintain,"keep in a certain state, position, or activity; e.g.,",123577619
running,(American football) a play in which a player attempts to carry the ball through or past the opposing team,123576448
saving,an act of economizing; reduction in cost,123465145
zone,a locally circumscribed place characterized by some distinctive features,123449296
milk,a white nutritious liquid secreted by mammals and used as food by human beings,123375114
popular,"regarded with great favor, approval, or affection especially by the general public",123341750
remained,stay the same; remain in a certain state,123261015
named,assign a specified (usually proper) proper name to,123256903
star,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior,123232533
card,one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes,123156138
administrative,of or relating to or responsible for administration,123081769
kingdom,a domain in which something is dominant,122930766
absence,the state of being absent,122928257
drive,operate or control a vehicle,122857304
telephone,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,122797757
petition,a formal message requesting something that is submitted to an authority,122758230
affect,have an effect upon,122681220
married,joined in matrimony,122620722
resistance,the action of opposing something that you disapprove or disagree with,122493061
sheet,any broad thin expanse or surface,122455620
scene,the place where some action occurs,122242717
printed,put into print,122220357
establish,set up or found,122199664
bottom,the lower side of anything,122147774
relating,make a logical or causal connection,122094481
nuclear,(weapons) deriving destructive energy from the release of atomic energy,121959132
authorized,endowed with authority,121903699
ancient,belonging to times long past especially of the historical period before the fall of the Western Roman Empire,121889809
till,unstratified soil deposited by a glacier; consists of sand and clay and gravel and boulders mixed together,121841228
hence,(used to introduce a logical conclusion) from that fact or reason or as a result,121830512
skin,a natural protective body covering and site of the sense of touch,121823759
smaller,small or little relative to something else,121751891
medicine,the branches of medical science that deal with nonsurgical techniques,121735840
mission,an organization of missionaries in a foreign land sent to carry on religious work,121508627
suit,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,121359353
interested,having or showing interest; especially curiosity or fascination or concern,121122625
greatest,highest in quality,121013376
hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,121006869
chamber,a natural or artificial enclosed space,120886187
learned,having or showing profound knowledge,120764350
cash,money in the form of bills or coins,120708084
curve,the trace of a point whose direction of motion changes,120651936
bit,a small piece or quantity of something,120557285
composition,the spatial property resulting from the arrangement of parts in relation to each other and to the whole,120507260
specimen,an example regarded as typical of its class,120474666
extension,a mutually agreed delay in the date set for the completion of a job or payment of a debt,120470789
train,public transport provided by a line of railway cars coupled together and drawn by a locomotive,120402502
advanced,farther along in physical or mental development,120334297
transport,move something or somebody around; usually over long distances,120243858
urban,relating to or concerned with a city or densely populated area,120236241
affected,acted upon; influenced,120178886
drawing,"an illustration that is drawn by hand and published in a book, magazine, or newspaper",120101532
rural,living in or characteristic of farming or country life,120036336
marked,strongly marked; easily noticeable,119957670
indicate,be a signal for or a symptom of,119909334
boston,state capital and largest city of Massachusetts; a major center for banking and financial services,119838686
impossible,not capable of occurring or being accomplished or dealt with,119734187
le,a chronic inflammatory collagen disease affecting connective tissue (skin or joints),119729009
directed,(often used in combination) having a specified direction,119675631
secondary,being of second rank or importance or value; not direct or immediate,119583759
numerous,amounting to a large indefinite number,119577183
search,the activity of looking thoroughly in order to find something or someone,119524236
learn,gain knowledge or skills,119239416
sentence,a string of words satisfying the grammatical rules of a language,119205240
import,bring in from abroad,119108013
occurred,come to pass,119057772
regarding,deem to be,118902310
stream,a natural body of running water flowing on or under the earth,118780218
soldier,an enlisted man or woman who serves in an army,118719480
african,of or relating to the nations of Africa or their peoples,118666373
us,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,118478304
highest,greater than normal in degree or intensity or amount,118457696
stay,stay the same; remain in a certain state,118241291
custom,accepted or habitual practice,118100547
province,the territory occupied by one of the constituent administrative districts of a nation,117957115
selection,the act of choosing or selecting,117840740
usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,117773593
moving,in motion,117731890
travel,"change location; move, travel, or proceed, also metaphorically",117730843
nine,denoting a quantity consisting of one more than eight and one less than ten,117721984
experimental,relating to or based on experiment,117582473
someone,a human being,117521195
britain,a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom,117486539
height,the vertical dimension of extension; distance from the base of something to the top,117189597
reform,a change for the better as a result of correcting abuses,117129770
transaction,the act of transacting within or between groups (as carrying on commercial activities),117048164
grand,of behavior that is impressive and ambitious in scale or scope,116846733
sister,a female person who has the same parents as another person,116608114
salary,something that remunerates,116571316
developing,relating to societies in which capital needed to industrialize is in short supply,116512960
finance,obtain or provide money for,116439833
jesus,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29),116364994
flower,a plant cultivated for its blooms or blossoms,116334829
recommendation,something (as a course of action) that is recommended as advisable,116313209
quickly,with rapid movements,116243062
texas,the second largest state; located in southwestern United States on the Gulf of Mexico,116089358
interpretation,a mental representation of the meaning or significance of something,116076979
engaged,having ones attention or mind or energy engaged,116038857
extended,relatively long in duration; tediously protracted,115739672
please,give pleasure to or be pleasing to,115592580
sex,activities associated with sexual intercourse,115411526
reduce,cut down on; make a reduction in,115231845
manufacturer,a business engaged in manufacturing some product,115190812
respondent,the codefendant (especially in a divorce proceeding) who is accused of adultery with the corespondent,114964473
broad,having great (or a certain) extent from one side to the other,114959127
seek,try to get or reach,114958491
slightly,to a small degree or extent,114897055
break,terminate,114886466
beautiful,delighting the senses or exciting intellectual or emotional admiration,114843251
path,a course of conduct,114767000
highway,a major road for any form of motor transport,114470908
peter,disciple of Jesus and leader of the Apostles; regarded by Catholics as the vicar of Christ on earth and first Pope,114439323
danger,the condition of being susceptible to harm or injury,114272116
limitation,a principle that limits the extent of something,114190690
compound,"make more intense, stronger, or more marked; ,",114116823
accident,an unfortunate mishap; especially one causing damage or injury,113927608
battle,a hostile meeting of opposing military forces in the course of a war,113902143
award,a grant made by a law court,113862578
ray,a column of light (as from a beacon),113689873
angle,the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians,113600713
captain,an officer holding a rank below a major but above a lieutenant,113573465
mail,send via the postal service,113355093
treaty,a written agreement between two states or sovereigns,113324547
spent,pass time in a specific way,113228283
dog,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,113088107
traffic,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,113055134
option,the right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited,113017861
respectively,in the order given,112996508
interaction,a mutual or reciprocal action; interacting,112824861
plain,clearly revealed to the mind or the senses or judgment,112794741
clause,(grammar) an expression including a subject and predicate but not constituting a complete sentence,112685516
tissue,part of an organism consisting of an aggregate of cells having a similar structure and function,112611742
fit,be agreeable or acceptable to,112320425
lived,inhabit or live in; be an inhabitant of,112287459
republic,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,112187477
filled,(usually followed by `with' or used as a combining form) generously supplied with,112079750
roman,a resident of modern Rome,111971456
avoid,stay clear from; keep away from; keep out of the way of someone or something,111907928
exist,"have an existence, be extant",111335530
permanent,continuing or enduring without marked change in status or condition or place,111182658
count,determine the number or amount of,111089668
schedule,plan for an activity or event,111031019
bearing,relevant relation or interconnection,111030768
conducted,direct the course of; manage or control,110990106
represent,take the place of or be parallel or equivalent to,110959260
despite,lack of respect accompanied by a feeling of intense dislike,110847009
trouble,a source of difficulty,110838129
liquid,existing as or having characteristics of a liquid; especially tending to flow,110832850
speaker,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),110545879
ill,affected by an impairment of normal physical or mental function,110532553
counsel,a lawyer who pleads cases in court,110422318
russian,of or pertaining to or characteristic of Russia or its people or culture or language,110398949
subsequent,following in time or order,110310614
enterprise,a purposeful or industrious undertaking (especially one that requires effort or boldness),110306840
leaving,the act of departing,110295732
submitted,refer for judgment or consideration,110261996
representation,a presentation to the mind in the form of an idea or image,110031529
van,any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts),109962628
discharge,the sudden giving off of energy,109814892
reality,all of your experiences that determine how things appear to you,109797095
measured,"determine the measurements of something or somebody, take measurements of",109738249
silver,made from or largely consisting of silver,109648517
museum,a depository for collecting and displaying objects having scientific or historical or artistic value,109611592
testing,the act of subjecting to experimental test in order to determine how well something works,109609721
accordance,concurrence of opinion,109582043
brief,of short duration or distance,109541302
circle,ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point,109420055
occurs,come to pass,109306013
proved,established beyond doubt,109243157
fell,cause to fall by or as if by delivering a blow,109127562
plane,an aircraft that has a fixed wing and is powered by propellers or jets,109099415
failed,fail to do something; leave something undone,109012498
bone,rigid connective tissue that makes up the skeleton of vertebrates,108864808
rapid,done or occurring in a brief period of time,108759195
client,a person who seeks the advice of a lawyer,108634319
pacific,the largest ocean in the world,108466947
manufacturing,the act of making something (a product) from raw materials,108455219
virginia,a state in the eastern United States; one of the original 13 colonies; one of the Confederate States in the American Civil War,108445891
brain,that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord,108387585
operator,(mathematics) a symbol or function representing a mathematical operation,108226334
accept,consider or hold as true,108065473
storage,the act of storing something,108032148
radio,medium for communication,107974006
chair,"a seat for one person, with a support for the back",107844332
tradition,an inherited pattern of thought or action,107824972
believed,accept as true; take to be true,107619202
agree,be in accord; be in agreement,107614880
youth,a young person (especially a young man or boy),107592680
ring,sound loudly and sonorously,107544872
boat,a small vessel for travel on water,107435715
queen,the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs,107351726
appropriation,money set aside (as by a legislature) for a specific purpose,107242283
complaint,an often persistent bodily disorder or disease; a cause for complaining,107238377
traditional,consisting of or derived from tradition,107193541
testimony,a solemn statement made under oath,107148669
joseph,leader of the Nez Perce in their retreat from United States troops (1840-1904),107134967
properly,in the right manner,107117365
derived,formed or developed from something else; not original; - John Dewey,107103846
jury,a body of citizens sworn to give a true verdict according to the evidence presented in a court of law,107030647
release,"release, as from one's grip",106939812
illinois,a midwestern state in north-central United States,106867248
shop,a mercantile establishment for the retail sale of goods or services,106726112
external,happening or arising or located outside or beyond some limits or especially surface,106680763
route,an established line of travel or access,106662637
processing,preparing or putting through a prescribed procedure,106459623
pair,a set of two similar things considered as a unit,106307746
seat,a space reserved for sitting (as in a theater or on a train or airplane),106294640
birth,the time when something begins (especially life),106201043
sat,the seventh and last day of the week; observed as the Sabbath by Jews and some Christians,106178838
supported,"give moral or psychological support, aid, or courage to",106175440
contain,include or contain; have as a component,106013978
largely,in large part; mainly or chiefly,105993610
collected,get or gather together,105923179
track,a line or route along which something travels or moves,105909902
challenge,take exception to,105867570
camp,temporary living quarters specially built by the army for soldiers,105805878
cm,a metric unit of length equal to one hundredth of a meter,105787248
specified,clearly and explicitly stated,105758971
competition,a business relation in which two parties compete to gain customers,105755324
japanese,of or relating to or characteristic of Japan or its people or their culture or language,105718554
immediate,very close or connected in space or time,105602997
newspaper,a daily or weekly publication on folded sheets; contains news and articles and advertisements,105501016
recognized,generally approved or compelling recognition,105459250
particle,(nontechnical usage) a tiny piece of anything,105458741
mineral,solid homogeneous inorganic substances occurring in nature having a definite chemical composition,105371612
sand,a loose material consisting of grains of rock or coral,105366381
decrease,"decrease in size, extent, or range",105326300
song,a short musical composition with words,105288422
bay,an indentation of a shoreline larger than a cove but smaller than a gulf,105282111
strike,"deliver a sharp blow, as with the hand, fist, or weapon",105269116
clinical,relating to a clinic or conducted in or as if in a clinic and depending on direct observation of patients,105068992
understood,fully apprehended as to purport or meaning or explanation,105026171
politics,social relations involving intrigue to gain authority or power,105000423
divided,separated into parts or pieces,104935385
contrast,"the opposition or dissimilarity of things that are compared; ,",104913138
sell,exchange or deliver for money or its equivalent,104712868
fresh,"recently made, produced, or harvested",104662006
frame,the framework for a pair of eyeglasses,104500993
mexico,a republic in southern North America; became independent from Spain in 1810,104477929
leg,a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle,104471665
recorded,set down or registered in a permanent form especially on film or tape for reproduction,104469430
apparently,from appearances alone; ; ; -Thomas Hardy,104353692
explanation,a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.,104335382
happy,enjoying or showing or marked by joy or pleasure,104332196
prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),104136606
perfect,being complete of its kind and without defect or blemish,104132667
suggest,"make a proposal, declare a plan for something",104049041
happened,come to pass,104031943
household,a social unit living together,103972693
prove,be shown or be found to be,103779474
greek,of or relating to or characteristic of Greece or the Greeks or the Greek language,103715545
excellent,very good;of the highest quality,103708535
hotel,a building where travelers can pay for lodging and meals and other services,103678311
thou,the cardinal number that is the product of 10 and 100,103487341
parallel,being everywhere equidistant and not intersecting,103459814
sugar,a white crystalline carbohydrate used as a sweetener and preservative,103457105
save,"save from ruin, destruction, or harm",103396809
spread,distribute or disperse widely,103339038
corresponding,accompanying,103141957
chain,a series of things depending on each other as if linked together,103124103
cycle,an interval during which a recurring sequence of events occurs,103115346
parameter,a constant in the equation of a curve that can be varied to yield a family of similar curves,102980237
excess,a quantity much larger than is needed,102930697
fellow,a boy or man,102930581
resident,someone who lives at a particular place for a prolonged period or who was born there,102890469
efficiency,the ratio of the output to the input of any system,102617966
pipe,a tube with a small bowl at one end; used for smoking tobacco,102554903
combined,made or joined or united into one,102420996
delivery,the act of delivering or distributing something (as goods or mail),102387984
spot,a point located with respect to surface features of some region,102365477
opposite,being directly across from each other; facing; - Longfellow,102253165
density,the amount per unit size,102184231
build,make by combining materials and parts,102182038
studied,consider in detail and subject to an analysis in order to discover essential features or meaning,102180025
speaking,the utterance of intelligible speech,102133981
resulting,"issue or terminate (in a specified way, state, etc.); end",102086884
welfare,governmental provision of economic assistance to persons in need,102012228
remark,make mention of,101958187
philosophy,a belief (or system of beliefs) accepted as authoritative by some group or school,101941981
receipt,the act of receiving,101931830
fifty,being ten more than forty,101913511
older,advanced in years; (`aged' is pronounced as two syllables),101870160
ad,a public promotion of some product or service,101834937
parliament,a legislative assembly in certain countries,101823426
fast,acting or moving or capable of acting or moving quickly,101671734
dependent,"relying on or requiring a person or thing for support, supply, or what is needed",101576360
patent,a document granting an inventor sole rights to an invention,101410952
canadian,of or relating to Canada or its people,101335166
johnson,English writer and lexicographer (1709-1784),101328823
repair,restore by replacing a part or putting together what is torn or broken,101305689
louis,United States prizefighter who was world heavyweight champion for 12 years (1914-1981),101234384
necessity,the condition of being essential or indispensable,101154790
gift,something acquired without compensation,101087267
superior,of high or superior quality or performance,101061533
carrying,"move while supporting, either in a vehicle or in one's hands or on one's body",101041461
cotton,soft silky fibers from cotton plants in their raw state,101025430
improved,made more desirable or valuable or profitable; especially made ready for use or marketing,100994060
physician,a licensed medical practitioner,100934444
egg,animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds,100923918
draw,cause to move by pulling,100921273
charged,of a particle or body or system; having a net amount of positive or negative electric charge,100896677
guard,a person who keeps watch over something or someone,100860000
identified,having the identity known or established,100816128
explain,make plain and comprehensible,100786728
pleasure,a fundamental feeling that is hard to define but that people desire to experience,100666330
version,an interpretation of a matter from a particular viewpoint,100590513
equivalent,a person or thing equal to another in value or measure or force or effect or significance etc,100566179
revolution,a drastic and far-reaching change in ways of thinking and behaving,100399611
target,a reference point to shoot at,100317897
detailed,developed or executed with care and in minute detail; ; - John Buchan,100199573
consists,originate (in),99851431
ca,a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals,99784715
walk,use one's feet to advance; advance by steps,99778004
programme,an announcement of the events that will occur as part of a theatrical or sporting event,99767082
marine,of or relating to the sea,99725460
criterion,a basis for comparison; a reference point against which other things can be evaluated,99644495
suitable,meant or adapted for an occasion or use,99381002
trend,a general direction in which something tends to move,99217647
substantial,fairly large,99205023
moreover,in addition,99168056
thank,express gratitude or show appreciation to,99054629
assumed,take to be the case or to be true; accept without verification or proof,99010046
sub,be a substitute,98821676
applicant,a person who requests or seeks something such as assistance or employment or admission,98744516
career,the particular occupation for which you are trained,98654573
adequate,having the requisite qualities or resources to meet a task,98615365
exactly,indicating exactness or preciseness,98579580
meant,mean or intend to express or convey,98525445
remaining,not used up,98452296
multiple,having or involving or consisting of more than one part or entity or individual,98422685
safe,free from danger or the risk of harm,98395499
signed,having a handwritten signature,98328882
minor,of lesser importance or stature or rank,98195368
admitted,declare to be true or admit the existence or reality or truth of,98102712
partner,a person's partner in marriage,98079785
largest,above average in size or number or quantity or magnitude or extent,98013648
pure,free of extraneous elements of any kind,97929647
consumption,the process of taking food into the body through the mouth (as by eating),97685249
raise,raise the level or amount of something,97564631
trustee,a person (or institution) to whom legal title to property is entrusted to use for another's benefit,97535471
arrived,reach a destination; arrive by movement or progress,97528584
appointment,the act of putting a person into a non-elective position,97419974
phone,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,97404437
corner,a place off to the side of an area,97279380
