lemma,definition,count
bose,Indian physicist who with Albert Einstein proposed statistical laws based on the indistinguishability of particles; led to the description of fundamental particles that later came to be known as bosons,1528
stockpile,something kept back or saved for future use or a special purpose,1528
cates,beat with a cat-o'-nine-tails,1528
djinn,(Islam) an invisible spirit mentioned in the Koran and believed by Muslims to inhabit the earth and influence mankind by appearing in the form of humans or animals,1528
acrobat,an athlete who performs acts requiring skill and agility and coordination,1528
vermouth,any of several white wines flavored with aromatic herbs; used as aperitifs or in mixed drinks,1527
realistically,in a realistic manner,1527
steadfast,marked by firm determination or resolution; not shakable,1527
dandruff,a condition in which white scales of dead skin are shed by the scalp,1527
proficient,having or showing knowledge and skill and aptitude,1526
fuselage,the central body of an airplane that is designed to accommodate the crew and passengers (or cargo),1526
coercion,the act of compelling by force of authority,1526
haggard,showing the wearing effects of overwork or care or suffering; ; ; ; - Charles Dickens,1526
outweigh,be heavier than,1526
benefited,derive a benefit from,1526
toed,walk so that the toes assume an indicated position or direction,1526
puffing,blowing tobacco smoke out into the air,1526
drunkenness,a temporary state resulting from excessive consumption of alcohol,1526
infamy,a state of extreme dishonor; - F.D.Roosevelt,1525
stringing,thread on or as if on a string,1525
aristocratic,belonging to or characteristic of the nobility or aristocracy,1525
evaporate,lose or cause to lose liquid by vaporization leaving a more concentrated residue,1525
pensive,deeply or seriously thoughtful,1525
fantasizing,indulge in fantasies,1525
forlorn,marked by or showing hopelessness,1525
collusion,secret agreement,1525
precautionary,taken in advance to protect against possible danger or failure,1525
masquerading,take part in a masquerade,1525
moonlit,lighted by moonlight,1525
lope,run easily,1524
isolating,place or set apart,1524
nyssa,tupelos: deciduous trees of moist habitats especially swamps and beside ponds,1524
streisand,United States singer and actress (born in 1942),1524
beaker,a flatbottomed jar made of glass or plastic; used for chemistry,1524
gat,a gangster's pistol,1523
sprinkled,distribute loosely,1523
rallying,the act of mobilizing for a common purpose,1523
scurry,to move about or proceed hurriedly,1523
choosy,difficult to please,1523
impersonal,not relating to or responsive to individual persons,1523
laxative,a mild cathartic,1522
dweller,a person who inhabits a particular place,1522
nanking,a city in eastern China on the Yangtze River; a former capital of China; the scene of a Japanese massacre in the 1930s,1522
muddled,make into a puddle,1521
tightrope,tightly stretched rope or wire on which acrobats perform high above the ground,1521
carnation,Eurasian plant with pink to purple-red spice-scented usually double flowers; widely cultivated in many varieties and many colors,1521
bollywood,the film industry of India,1521
caboose,the area for food preparation on a ship,1520
unseemly,not in keeping with accepted standards of what is right or proper in polite society,1520
barstow,a town in southeastern California,1520
suspending,hang freely,1520
vaccinated,perform vaccinations or produce immunity in by inoculation,1519
coot,slate-black slow-flying birds somewhat resembling ducks,1519
closeness,a feeling of being intimate and belonging together,1519
straitjacket,anything immaterial that severely hinders or confines,1519
malta,a republic on the island of Malta in the Mediterranean; achieved independence from the United Kingdom in 1964,1519
hollander,a native or inhabitant of Holland,1519
automotive,of or relating to motor vehicles,1519
disarming,act of reducing or depriving of arms,1518
hanoi,the capital city of Vietnam; located in North Vietnam,1518
unturned,not turned,1518
carelessly,without care or concern,1518
annapolis,state capital of Maryland; site of the United States Naval Academy,1518
frigate,a medium size square-rigged warship of the 18th and 19th centuries,1518
inept,not elegant or graceful in expression,1518
unveil,remove the veil from,1518
paella,saffron-flavored dish made of rice with shellfish and chicken,1518
ellsworth,United States jurist and the third chief justice of the United States Supreme Court (1745-1807),1518
baiting,harassment especially of a tethered animal,1518
cayenne,plant bearing very hot and finely tapering long peppers; usually red,1517
rearranged,put into a new order or arrangement,1517
barrymore,United States actor; son of Maurice Barrymore and Georgiana Barrymore (1882-1942),1517
eliminates,"terminate, end, or take out",1517
banal,repeated too often; overfamiliar through overuse,1517
lasso,Belgian composer (1532-1594),1517
depository,a facility where things can be deposited for storage or safekeeping,1517
ratting,to furnish incriminating evidence to an officer of the law (usually in return for favors),1516
inert,unable to move or resist motion,1516
cfo,the corporate executive having financial authority to make appropriations and authorize expenditures for a firm,1515
validation,the act of validating; finding or testing the truth of something,1515
incompatible,not compatible,1515
ishmael,(Old Testament) the son of Abraham who was cast out after the birth of Isaac; considered the forebear of 12 Arabian tribes,1515
rodin,French sculptor noted for his renderings of the human form (1840-1917),1515
tibia,the inner and thicker of the two bones of the human leg between the knee and ankle,1515
carjacking,the violent theft of an occupied car,1515
muffler,a tubular acoustic device inserted in the exhaust system that is designed to reduce noise,1514
populace,people in general considered as a whole,1514
bunting,"a loosely woven fabric used for flags, etc.",1514
sniffer,a person who sniffs,1514
wilton,a carpet woven on a Jacquard loom with loops like a Brussels carpet but having the loops cut to form a close velvety pile,1514
perfectionist,a person who is displeased by anything that does not meet very high standards,1514
candlestick,a holder with sockets for candles,1514
grasped,hold firmly,1514
tireless,showing sustained enthusiastic action with unflagging vitality,1514
mortgaged,put up as security or collateral,1513
entree,the principal dish of a meal,1513
focal,having or localized centrally at a focus,1513
sheldrake,large crested fish-eating diving duck having a slender hooked bill with serrated edges,1512
lahore,city in northeast Pakistan,1512
hardwood,the wood of broad-leaved dicotyledonous trees (as distinguished from the wood of conifers),1512
metaphysical,pertaining to or of the nature of metaphysics,1512
unconsciously,without awareness,1511
wrecker,someone who demolishes or dismantles buildings as a job,1510
armoury,a collection of resources,1510
rebelling,take part in a rebellion; renounce a former allegiance,1510
pandemic,an epidemic that is geographically widespread; occurring throughout a region or even throughout the world,1510
ovation,enthusiastic recognition (especially one accompanied by loud applause),1510
arduous,characterized by effort to the point of exhaustion; especially physical effort,1510
vervain,any of numerous tropical or subtropical American plants of the genus Verbena grown for their showy spikes of variously colored flowers,1510
geographical,of or relating to the science of geography,1510
storey,a structure consisting of a room or set of rooms at a single position along a vertical scale,1510
genitalia,external sex organ,1509
dishonour,bring shame or dishonor upon,1509
awkwardly,in an awkward manner,1509
impacted,wedged or packed in together,1509
alt,angular distance above the horizon (especially of a celestial object),1509
leipzig,a city in southeastern Germany famous for fairs; formerly a music and publishing center,1509
abscess,symptom consisting of a localized collection of pus surrounded by inflamed tissue,1508
googly,a cricket ball bowled as if to break one way that actually breaks in the opposite way,1508
sentimentality,falsely emotional in a maudlin way,1508
whisk,move somewhere quickly,1508
overheating,excessive heating,1507
outsmarted,beat through cleverness and wit,1507
whirlpool,a powerful circular current of water (usually the result of conflicting tides),1507
tourette,French neurologist (1857-1904),1507
citing,make reference to,1507
cypress,wood of any of various cypress trees especially of the genus Cupressus,1507
pyongyang,capital of North Korea and an industrial center,1506
loudmouth,a person who causes trouble by speaking indiscreetly,1506
modelling,a preliminary sculpture in wax or clay from which a finished work can be copied,1506
pigtail,a plait of braided hair,1506
retraction,a disavowal or taking back of a previous assertion,1506
agitation,a mental state of extreme emotional disturbance,1505
firestorm,a storm in which violent winds are drawn into the column of hot air rising over a severely bombed area,1505
overdressed,dress too warmly,1505
regimental,belonging to or concerning a regiment,1504
cred,credibility among young fashionable urban individuals,1504
fizz,an effervescent beverage (usually alcoholic),1504
amputated,remove surgically,1503
tipper,a person who leaves a tip,1502
classify,arrange or order by classes or categories,1502
clunk,a heavy dull sound (as made by impact of heavy objects),1502
roadhouse,an inn (usually outside city limits on a main road) providing meals and liquor and dancing and (sometimes) gambling,1502
multiplying,combine by multiplication,1501
paterson,American Revolutionary leader (born in Ireland) who was a member of the Constitutional Convention (1745-1806),1501
entreat,ask for or request earnestly,1501
saratoga,a species of large fish found in Australian rivers,1501
eastman,United States inventor of a dry-plate process of developing photographic film and of flexible film (his firm introduced roll film) and of the box camera and of a process for color photography (1854-1932),1501
rectal,of or involving the rectum,1501
turnpike,(from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid,1500
hydrated,supply water or liquid to in order to maintain a healthy balance,1500
nether,lower,1500
topeka,the capital of the state of Kansas; located in eastern Kansas on the Kansas river,1500
scribe,"score a line on with a pointed instrument, as in metalworking",1499
awakens,cause to become awake or conscious,1499
egotistical,characteristic of those having an inflated idea of their own importance,1499
isotope,one of two or more atoms with the same atomic number but with different numbers of neutrons,1499
taxicab,a car driven by a person whose job is to take passengers where they want to go in exchange for money,1499
tallis,English organist and composer of church and secular music; was granted a monopoly in music printing with William Byrd (1505-1585),1499
pendragon,the supreme war chief of the ancient Britons,1499
yuma,a member of the North American Indian people of Arizona and adjacent Mexico and California,1499
vigorously,with vigor; in a vigorous manner,1498
tabby,a cat with a grey or tawny coat mottled with black,1498
sharpest,(of something seen or heard) clearly defined,1498
futon,mattress consisting of a pad of cotton batting that is used for sleeping on the floor or on a raised frame,1497
realises,earn on some commercial or business transaction; earn as salary or wages,1497
wicket,cricket equipment consisting of a set of three stumps topped by crosspieces; used in playing cricket,1497
salve,semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation,1497
doings,manner of acting or controlling yourself,1497
cinematic,of or pertaining to or characteristic of the cinema,1497
rhyming,compose rhymes,1497
cannae,ancient city is southeastern Italy where Hannibal defeated the Romans in 216 BC,1496
alaskan,a native or resident of Alaska,1496
vigor,forceful exertion,1496
redskin,(slang) offensive term for Native Americans,1496
prioritize,assign a priority to,1495
kurosawa,Japanese filmmaker noted for blending Japanese folklore with western styles of acting (1910-1998),1495
bested,get the better of,1495
bellied,swell out or bulge out,1495
wiggling,move to and fro,1494
pent,produce a literary work,1494
disband,cause to break up or cease to function,1494
grouse,flesh of any of various grouse of the family Tetraonidae; usually roasted; flesh too dry to broil,1494
kinship,a close connection marked by community of interests or similarity in nature or character,1494
cheapskate,a miserly person,1494
rowboat,a small boat of shallow draft with cross thwarts for seats and rowlocks for oars with which it is propelled,1494
wile,the use of tricks to deceive someone (usually to extract money from them),1493
idiocy,extreme mental retardation,1493
discern,detect with the senses,1493
lobbyist,someone who is employed to persuade legislators to vote for legislation that favors the lobbyist's employer,1493
womanizer,a man who likes many women and has short sexual relationships with them,1493
psychoanalysis,a set of techniques for exploring underlying motives and a method of treating various mental disorders; based on the theories of Sigmund Freud,1493
biotech,the branch of molecular biology that studies the use of microorganisms to perform specific industrial processes,1492
fatally,with fatal consequences or implications,1492
aurelius,Emperor of Rome; nephew and son-in-law and adoptive son of Antonius Pius; Stoic philosopher; the decline of the Roman Empire began under Marcus Aurelius (121-180),1492
obscurity,the quality of being unclear or abstruse and hard to understand,1492
blossoming,the time and process of budding and unfolding of blossoms,1492
hmong,a people living traditionally in mountain villages in southern China and adjacent areas of Vietnam and Laos and Thailand; many have emigrated to the United States,1491
redheaded,having red hair and usually fair skin,1491
spacing,the time between occurrences of a repeating event,1491
wedgie,a shoe with a wedge heel,1491
twinkling,a very short time (as the time it takes the eye to blink or the heart to beat),1490
overpowered,overcome by superior force,1490
shunt,a passage by which a bodily fluid (especially blood) is diverted from one channel to another,1490
trimester,a period of three months; especially one of the three three-month periods into which human pregnancy is divided,1490
imposition,the act of imposing something (as a tax or an embargo),1489
copernicus,Polish astronomer who produced a workable model of the solar system with the sun in the center (1473-1543),1489
thoroughbred,a well-bred person,1488
outgrown,grow too large or too mature for,1488
heaving,an upward movement (especially a rhythmical rising and falling),1488
unzip,open the zipper of,1488
spinner,someone who spins (who twists fibers into threads),1488
strutting,"to walk with a lofty proud gait, often in an attempt to impress others",1488
noun,"a content word that can be used to refer to a person, place, thing, quality, or action",1488
rothschild,any of family of powerful Jewish bankers in Europe,1488
overhearing,"hear, usually without the knowledge of the speakers",1488
crepe,paper with a crinkled texture; usually colored and used for decorations,1488
swill,wet feed (especially for pigs) consisting of mostly kitchen waste mixed with water or skimmed or sour milk,1487
defector,a person who abandons their duty (as on a military post),1487
draped,covered with or as if with clothes or a wrap or cloak,1487
keynote,set the keynote of,1487
huckleberry,any of various dark-fruited as distinguished from blue-fruited blueberries,1487
tundra,a vast treeless plain in the Arctic regions where the subsoil is permanently frozen,1487
powerhouse,a highly energetic and indefatigable person,1487
debatable,open to doubt or debate,1487
ammonium,the ion NH4 derived from ammonia; behaves in many respects like an alkali metal ion,1486
medellin,city in western Colombia; important coffee center,1486
persecute,cause to suffer,1486
fagin,a villainous Jew in a novel by Charles Dickens,1486
fuego,a volcano in south central Guatemala,1486
galveston,a town in southeast Texas on Galveston Island,1486
beheading,execution by cutting off the victim's head,1486
backhand,a return made with the back of the hand facing the direction of the stroke,1486
astaire,United States dancer and cinema actor noted for his original and graceful tap dancing (1899-1987),1485
quarreled,have a disagreement over something,1485
clit,a female sexual organ homologous to the penis,1485
iwo,a bloody and prolonged operation on the island of Iwo Jima in which American marines landed and defeated Japanese defenders (February and March 1945),1485
hinted,drop a hint; intimate by a hint,1485
backdrop,scenery hung at back of stage,1485
meticulously,in a meticulous manner,1485
referencing,refer to,1485
reelection,election again,1485
unlicensed,lacking official approval,1484
aussie,a native or inhabitant of Australia,1484
educating,give an education to,1484
retriever,a dog with heavy water-resistant coat that can be trained to retrieve game,1484
sade,French soldier and writer whose descriptions of sexual perversion gave rise to the term `sadism' (1740-1814),1484
culmination,a final climactic stage,1484
canter,a smooth three-beat gait; between a trot and a gallop,1484
gam,a herd of whales,1483
redwood,the soft reddish wood of either of two species of sequoia trees,1483
hydrate,any compound that contains water of crystallization,1483
tendon,a cord or band of inelastic tissue connecting a muscle with its bony attachment,1483
stigma,the apical end of the style where deposited pollen enters the pistil,1482
lurk,"lie in wait, lie in ambush, behave in a sneaky and secretive manner",1482
idealism,(philosophy) the philosophical theory that ideas are the only reality,1482
frolic,gay or light-hearted recreational activity for diversion or amusement,1482
gruff,brusque and surly and forbidding,1482
digested,convert food into absorbable substances,1482
prat,the fleshy part of the human body that you sit on,1482
analog,something having the property of being analogous to something else,1482
handover,act of relinquishing property or authority etc,1481
majored,have as one's principal field of study,1481
jaded,exhausted; - William Styron,1481
degrade,"reduce the level of land, as by erosion",1481
lightening,descent of the uterus into the pelvic cavity that occurs late in pregnancy; the fetus is said to have dropped,1481
brandenburg,the territory of an Elector (of the Holy Roman Empire) that expanded to become the kingdom of Prussia in 1701,1481
sphincter,a ring of muscle that contracts to close an opening,1480
swivel,turn on a pivot,1480
dismantling,the act of taking something apart (as a piece of machinery),1480
ukulele,a small guitar having four strings,1480
vowel,a speech sound made with the vocal tract open,1480
standish,English colonist in America; leader of the Pilgrims in the early days of the Plymouth Colony (1584-1656),1480
masterful,having or revealing supreme mastery or skill,1479
interrogator,a questioner who is excessively harsh,1479
subtract,make a subtraction,1479
jilted,cast aside capriciously or unfeelingly,1478
memorabilia,a record of things worth remembering,1478
unwittingly,without knowledge or intention,1477
amplifier,electronic equipment that increases strength of signals passing through it,1477
interplanetary,between or among planets,1477
alternating,go back and forth; swing back and forth between two states or conditions,1476
rafter,one of several parallel sloping beams that support a roof,1476
arno,a river in central Italy rising in the Apennines and flowing through Florence and Pisa to the Ligurian Sea,1476
catchphrase,a phrase that has become a catchword,1476
unchain,remove the chains from,1476
mulberry,any of several trees of the genus Morus having edible fruit that resembles the blackberry,1476
zipping,close with a zipper,1476
anecdote,short account of an incident (especially a biographical one),1475
montez,Irish dancer (1818-1861),1475
composure,steadiness of mind under stress,1475
remiss,failing in what duty requires,1475
leakage,the discharge of a fluid from some container,1475
flemish,an ethnic group speaking Flemish and living in northern and western Belgium,1475
muddle,a confused multitude of things,1475
decreasing,becoming less or smaller,1475
loom,"come into view indistinctly, often threateningly",1474
morsel,a small quantity of anything,1474
flamenco,guitar music composed for dancing the flamenco,1474
lifelike,evoking lifelike images within the mind,1473
specializing,become more focus on an area of activity or field of study,1473
derailed,cause to run off the tracks,1473
groundwork,the fundamental assumptions from which something is begun or developed or calculated or explained,1473
recalling,recall knowledge from memory; have a recollection,1473
glistening,reflecting light,1473
manifested,"provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes",1473
worshiped,love unquestioningly and uncritically or to excess; venerate as an idol,1473
knighthood,aristocrats holding the rank of knight,1473
poltergeist,a ghost that announces its presence with rapping and the creation of disorder,1473
mvp,the player judged to be the most important to the sport,1472
shiner,a swollen bruise caused by a blow to the eye,1472
disarray,a mental state characterized by a lack of clear and orderly thought and behavior,1472
innermost,being deepest within the self,1471
centimetre,a metric unit of length equal to one hundredth of a meter,1471
crumpled,of metal e.g.,1471
undisputed,generally agreed upon; not subject to dispute,1471
blabbing,divulge confidential information or secrets,1471
escalade,an act of scaling by the use of ladders (especially the walls of a fortification),1470
poon,wood of any poon tree; used for masts and spars,1470
stopwatch,a timepiece that can be started or stopped for exact timing (as of a race),1470
yosemite,a series of waterfalls in Yosemite National Park in California; is reduced to a trickle for part of each year,1470
columnist,a journalist who writes editorials,1470
huron,the 2nd largest of the Great Lakes,1469
debauchery,a wild gathering involving excessive drinking and promiscuity,1469
postponing,hold back to a later time,1469
gillette,United States inventor and manufacturer who developed the safety razor (1855-1932),1469
alienated,socially disoriented,1469
clawing,"move as if by clawing, seizing, or digging",1469
mailer,United States writer (born in 1923),1468
pennant,the award given to the champion,1468
deteriorated,become worse or disintegrate,1468
loneliest,lacking companions or companionship,1468
yodel,a songlike cry in which the voice fluctuates rapidly between the normal voice and falsetto,1468
journalistic,of or relating to or having the characteristics of journalism,1468
pulley,a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope,1468
freebie,something that is free (usually provided as part of a promotional scheme),1468
hairbrush,a brush used to groom a person's hair,1467
harmonic,of or relating to harmony as distinct from melody and rhythm; - Ralph Hill,1467
unprovoked,occurring without motivation or provocation; ; - F.D.Roosevelt,1467
duma,a legislative body in the ruling assembly of Russia and of some other republics in the former USSR,1467
welder,joins pieces of metal by welding them together,1467
churn,stir (cream) vigorously in order to make butter,1467
overbearing,expecting unquestioning obedience,1466
ingest,"serve oneself to, or consume regularly",1466
unzips,open the zipper of,1466
montmartre,the highest point in Paris; famous for its associations with many artists,1466
tchaikovsky,important Russian composer whose works are noted for their expressive melodies (1840-1893),1466
strider,a person who walks rapidly with long steps,1465
salina,a town in central Kansas,1465
socializing,the act of meeting for social purposes,1465
tarantula,large southern European spider once thought to be the cause of tarantism (uncontrollable bodily movement),1464
moro,a member of the predominantly Muslim people in the southern Philippines,1464
archimedes,Greek mathematician and physicist noted for his work in hydrostatics and mechanics and geometry (287-212 BC),1464
tucking,fit snugly into,1463
administering,work in an administrative capacity; supervise or be in charge of,1463
indescribable,defying expression or description,1463
traitorous,"having the character of, or characteristic of, a traitor",1463
inhumane,lacking and reflecting lack of pity or compassion,1463
skinhead,a young person who belongs to a British or American group that shave their heads and gather at rock concerts or engage in white supremacist demonstrations,1462
masking,the act of concealing the existence of something by obstructing the view of it,1462
fantasia,a musical composition of a free form usually incorporating several familiar themes,1462
annulled,declare invalid,1461
fatherly,like or befitting a father or fatherhood; kind and protective,1461
kazan,United States stage and screen director (born in Turkey) and believer in method acting (1909-2003),1461
aimlessly,without aim; in an aimless manner,1461
disposing,"give, sell, or transfer to another",1460
nantucket,an island resort off Cape Cod; formerly a center of the whaling industry,1460
obeys,be obedient to,1460
creeper,any plant (as ivy or periwinkle) that grows by creeping,1460
coates,put a coat on; cover the surface of; furnish with a surface,1460
overdone,represented as greater than is true or reasonable,1460
undermined,destroy property or hinder normal operations,1460
geometric,characterized by simple geometric forms in design and decoration,1460
arroyo,a stream or brook,1459
collectively,in conjunction with; combined,1459
amok,frenzied as if possessed by a demon,1459
adoring,love intensely,1459
methodology,the branch of philosophy that analyzes the principles and procedures of inquiry in a particular discipline,1459
krakow,an industrial city in southern Poland on the Vistula,1458
delphi,an ancient Greek city on the slopes of Mount Parnassus; site of the oracle of Delphi,1458
stickup,robbery at gunpoint,1458
councilwoman,a woman who is a council member,1458
ritalin,central nervous system stimulant (trade name Ritalin) used in the treatment of narcolepsy in adults and attention deficit disorder in children,1458
doj,the United States federal department responsible for enforcing federal laws (including the enforcement of all civil rights legislation); created in 1870,1458
aries,(astrology) a person who is born while the sun is in Aries,1458
kama,Hindu god of love and erotic desire; opposite of Mara,1457
takeaway,prepared food that is intended to be eaten off of the premises,1457
almanac,an annual publication including weather forecasts and other miscellaneous information arranged according to the calendar of a given year,1457
tweaking,pinch or squeeze sharply,1457
audacious,invulnerable to fear or intimidation,1457
riverbank,the bank of a river,1457
amino,the radical -NH2,1457
cr,a hard brittle multivalent metallic element; resistant to corrosion and tarnishing,1456
thirteenth,coming next after the twelfth in position,1456
braille,French educator who lost his sight at the age of three and who invented a system of writing and printing for sightless people (1809-1852),1456
womanhood,the state of being an adult woman,1456
benevolence,disposition to do good,1456
stonewall,obstruct or hinder any discussion,1456
transpired,"pass through the tissue or substance or its pores or interstices, as of gas",1455
grieved,feel grief,1455
monotonous,tediously repetitious or lacking in variety,1455
braying,braying characteristic of donkeys,1455
doer,a person who acts and gets things done,1455
snuffed,sniff or smell inquiringly,1455
forego,be earlier in time; go back further,1455
incinerate,become reduced to ashes,1455
jargon,a characteristic language of a particular group (as among thieves),1454
deplorable,bad; unfortunate,1454
bequeath,leave or give by will after one's death,1454
pizzeria,a shop where pizzas are made and sold,1454
pivotal,being of crucial importance; ; - Henry Kissinger,1454
telecom,(often plural) systems used in transmitting messages over a distance electronically,1454
sinkhole,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof,1454
quasi,having some resemblance,1454
ptolemy,Alexandrian astronomer (of the 2nd century) who proposed a geocentric system of astronomy that was undisputed until the late Renaissance,1453
deathly,having the physical appearance of death,1453
aqueduct,a conduit that resembles a bridge but carries water over a valley,1453
shortened,cut short,1453
insulated,"protect from heat, cold, or noise by surrounding with insulating material",1453
kc,one thousand periods per second,1453
jeopardized,pose a threat to; present a danger to,1453
illustration,artwork that helps make something clear or attractive,1453
sixteenth,coming next after the fifteenth in position,1452
routinely,according to routine or established practice,1452
aground,stuck in a place where a ship can no longer float,1452
distilled,undergo condensation; change from a gaseous to a liquid state and fall in drops,1452
gratification,state of being gratified or satisfied,1452
sparking,put in motion or move to act,1452
smithereens,a collection of small fragments considered as a whole,1451
ironclad,a wooden warship of the 19th century that is plated with iron or steel armor,1451
hoy,a flatbottom boat for carrying heavy loads (especially on canals),1451
notwithstanding,despite anything to the contrary (usually following a concession),1451
onlooker,someone who looks on,1451
skateboarding,the sport of skating on a skateboard,1451
arisen,come into existence; take on form or shape,1451
ethiopian,a native or inhabitant of Ethiopia,1451
mercilessly,without pity; in a merciless manner,1451
dived,drop steeply,1450
expressive,characterized by expression,1450
freudian,of or relating to Sigmund Freud or his psychoanalytic ideas,1450
bosun,a petty officer on a merchant ship who controls the work of other seamen,1450
besieged,surround so as to force to give up,1450
easing,a change for the better,1450
pressurized,increase the pressure on a gas or liquid,1449
gamer,disabled in the feet or legs,1449
mediator,a negotiator who acts as a link between parties,1449
gauri,"in Hinduism, goddess of purity and posterity and a benevolent aspect of Devi; the `brilliant'",1449
sullen,showing a brooding ill humor; ; ; ; ; ; - Bruce Bliven,1449
optimum,most desirable possible under a restriction expressed or implied,1449
newspaperman,a journalist employed to provide news stories for newspapers or broadcast media,1449
insubordinate,not submissive to authority,1448
panicky,thrown into a state of intense fear or desperation,1448
redacted,formulate in a particular style or language,1448
preying,profit from in an exploitatory manner,1447
scribble,write down quickly without much attention to detail,1447
potomac,"a river in the east central United States; rises in West Virginia in the Appalachian Mountains and flows eastward, forming the boundary between Maryland and Virginia, to the Chesapeake Bay",1447
underfoot,under the feet,1447
plowed,to break and turn over earth especially with a plow,1447
toured,make a tour of a certain place,1447
linebacker,a defensive football player who takes a position close behind the linemen,1447
misconception,an incorrect conception,1446
tartarus,a place where the wicked are punished after death,1446
fifteenth,coming next after the fourteenth and just before the sixteenth in position,1446
riveting,direct one's attention on something,1446
greenwood,woodlands in full leaf,1446
motown,the largest city in Michigan and a major Great Lakes port; center of the United States automobile industry; located in southeastern Michigan on the Detroit river across from Windsor,1445
limber,a two-wheeled horse-drawn vehicle used to pull a field gun or caisson,1445
gantry,a framework of steel bars raised on side supports to bridge over or around something; can display railway signals above several tracks or can support a traveling crane etc.,1445
ensured,make certain of,1445
incarnation,a new personification of a familiar idea,1445
likable,(of characters in literature or drama) evoking empathic or sympathetic feelings,1445
kohl,a cosmetic preparation used by women in Egypt and Arabia to darken the edges of their eyelids,1445
marquee,large and often sumptuous tent,1444
percussion,the act of playing a percussion instrument,1444
sketching,make a sketch of,1444
snub,refuse to acknowledge,1444
crucible,a vessel made of material that does not melt easily; used for high temperature chemical reactions,1444
discontinued,put an end to a state or an activity,1444
defile,a narrow pass (especially one between mountains),1444
offed,kill intentionally and with premeditation,1443
applejack,distilled from hard cider,1443
jakarta,capital and largest city of Indonesia; located on the island of Java; founded by the Dutch in 17th century,1443
durable,existing for a long time,1443
collaborating,work together on a common enterprise of project,1443
nissan,the seventh month of the civil year; the first month of the ecclesiastic year (in March and April),1443
biohazard,hazard to humans or the environment resulting from biological agents or conditions,1443
blasphemous,grossly irreverent toward what is held to be sacred,1443
aught,a quantity of no importance,1442
serotonin,a neurotransmitter involved in e.g. sleep and depression and memory,1442
refute,"overthrow by argument, evidence, or proof",1442
irrefutable,impossible to deny or disprove,1441
sorrowful,experiencing or marked by or expressing sorrow especially that associated with irreparable loss; ; ; ; - Proverbs 14:13,1441
gerbil,small Old World burrowing desert rodent with long soft pale fur and hind legs adapted for leaping,1441
punt,kick the ball,1441
pecs,either of two large muscles of the chest,1441
floored,surprise greatly; knock someone's socks off,1441
conveyed,"make known; pass on, of information",1441
occipital,of or relating to the occiput,1440
softened,toned down,1440
gyro,a Greek sandwich: sliced roast lamb with onion and tomato stuffed into pita bread,1440
placebo,an innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug,1440
chandi,malevolent aspect of Devi,1439
waived,do without or cease to hold or adhere to,1439
unopened,not yet opened or unsealed,1439
sidearm,(of pitches) made with the arm moving parallel to the ground,1439
knifed,use a knife on,1439
synchronize,make synchronous and adjust in time or manner,1439
thawed,become or cause to become soft or liquid,1438
lurks,"lie in wait, lie in ambush, behave in a sneaky and secretive manner",1438
gentler,soft and mild; not harsh or stern or severe,1438
traceable,(usually followed by `to') able to be traced to,1437
competed,compete for something; engage in a contest; measure oneself against others,1437
gearing,wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed,1437
underprivileged,lacking the rights and advantages of other members of society,1437
duckling,flesh of a young domestic duck,1437
auctioned,sell at an auction,1437
enrich,make better or improve in quality,1437
sucre,the basic unit of money in Ecuador; equal to 100 centavos,1437
concord,capital of the state of New Hampshire; located in south central New Hampshire on the Merrimack river,1437
gazed,look at with fixed eyes,1436
windowsill,the sill of a window; the horizontal member at the bottom of the window frame,1436
smothering,causing difficulty in breathing especially through lack of fresh air and presence of heat,1436
hoarse,deep and harsh sounding as if from shouting or illness or emotion; ; ; ; - Virgil Thomson,1436
injector,"a contrivance for injecting (e.g., water into the boiler of a steam engine or particles into an accelerator etc.)",1436
localized,identify the location or place of,1436
staggered,walk as if unable to control one's movements,1436
minibar,sideboard with compartments for holding bottles,1436
fen,100 fen equal 1 yuan in China,1436
counterintelligence,intelligence activities concerned with identifying and counteracting the threat to security posed by hostile intelligence organizations or by individuals engaged in espionage or sabotage or subversion or terrorism,1435
livery,uniform worn by some menservants and chauffeurs,1435
peekaboo,a game played with young children; you hide your face and suddenly reveal it as you say boo!,1435
eared,worn or shabby from overuse or (of pages) from having corners turned down; -Clifton Fadiman,1434
eventual,expected to follow in the indefinite future from causes already operating,1434
constraint,the state of being physically constrained,1434
belittle,cause to seem less serious; play down,1434
sniffed,perceive by inhaling through the nose,1434
summarize,give a summary (of),1433
imprinted,establish or impress firmly in the mind,1433
potency,the power or right to give orders or make decisions,1433
twirling,turn in a twisting or spinning motion,1433
adrenalin,a catecholamine secreted by the adrenal medulla in response to stress (trade name Adrenalin); stimulates autonomic nerve action,1433
clenched,hold in a tight grasp,1433
mt,a radioactive transuranic element,1433
debated,argue with one another,1433
statesman,a man who is a respected leader in national or international affairs,1433
