lemma,definition,count
developed,being changed over time so as to be e.g. stronger or more complete or more useful,63250401
thank,express gratitude or show appreciation to,63234550
prior,earlier in time,63181702
unique,radically distinctive and without equal,63116899
abstract,consider a concept without thinking of a specific example; consider abstractly or theoretically,63100113
ready,completely prepared or in condition for immediate action or use or progress,62997942
pussy,obscene terms for female genitals,62875734
resolution,a formal expression by a meeting; agreed to by a vote,62845162
evidence,your basis for belief or disbelief; knowledge on which to base belief,62615980
success,an event that accomplishes its intended purpose,62613354
cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,62574939
mexico,a republic in southern North America; became independent from Spain in 1810,62561262
navigation,the guidance of ships or airplanes from place to place,62321309
secure,get by special effort,62287766
skin,a natural protective body covering and site of the sense of touch,62160234
host,a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there,62147306
therefore,(used to introduce a logical conclusion) from that fact or reason or as a result,62082477
simply,and nothing more,62012991
race,move fast,62012493
monitor,keep tabs on; keep an eye on; keep under surveillance,61904962
output,final product; the things produced,61862825
recipe,directions for making something,61829186
express,give expression to,61827872
academic,associated with academia or an academy,61743917
understand,know and comprehend the nature or meaning of,61719969
classified,arranged into classes,61711730
sector,a plane figure bounded by two radii and the included arc of a circle,61695429
recently,in the recent past,61635402
probably,with considerable certainty; without much doubt,61626696
floor,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure)",61623497
blood,"the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets",61544877
built,(used of soaps or cleaning agents) having a substance (an abrasive or filler) added to increase effectiveness,61502894
overview,a general summary of a subject,61465601
century,a period of 100 years,61440412
trust,have confidence or faith in,61432231
earth,the 3rd planet from the sun; the planet we live on,61360661
carolina,the area of the states of North Carolina and South Carolina,61346004
worldwide,spanning or extending throughout the entire world,61319870
hair,a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss,61313062
improve,to make better,61305614
anti,not in favor of (an action or proposal etc.),61288417
larger,large or big relative to something else,61265757
shot,the act of firing a projectile,61225531
min,a unit of time equal to 60 seconds or 1/60th of an hour,61183496
mission,an organization of missionaries in a foreign land sent to carry on religious work,60979158
strong,having strength or power greater than average or expected,60969207
canadian,of or relating to Canada or its people,60947831
mac,a waterproof raincoat made of rubberized fabric,60907550
maximum,the greatest or most complete or best possible,60587751
el,angular distance above the horizon (especially of a celestial object),60585368
tx,the second largest state; located in southwestern United States on the Gulf of Mexico,60504155
chart,a visual display of information,60460637
bin,a container; usually has a lid,60442653
excellent,very good;of the highest quality,60316327
paid,marked by the reception of pay,60294928
italy,a republic in southern Europe on the Italian Peninsula; was the core of the Roman Republic and the Roman Empire between the 4th century BC and the 5th century AD,60280461
limit,the greatest possible degree of something,60267441
perfect,being complete of its kind and without defect or blemish,60242920
task,any piece of work that is undertaken or attempted,60106094
pool,an excavation that is (usually) filled with water,60024599
speaker,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),59999803
disclaimer,(law) a voluntary repudiation of a person's legal claim to something,59992338
manual,a small handbook,59976676
developer,someone who develops real estate (especially someone who prepares a site for residential or commercial use),59950651
pattern,a perceptual structure,59934694
basis,a relation that provides the foundation for something,59901425
teaching,the profession of a teacher,59790834
label,assign a label to; designate with a label,59787280
anal,of or related to the anus,59776241
repair,restore by replacing a part or putting together what is torn or broken,59722291
van,any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts),59585041
ability,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment,59582954
ensure,make certain of,59507606
background,a person's social heritage: previous experience or training,59494239
thus,(used to introduce a logical conclusion) from that fact or reason or as a result,59447388
ie,a commercial browser,59425745
involved,connected by participation or association or use,59408103
especially,to a distinctly greater extent or degree than is common,59336380
us,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,59227727
theory,a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena,59172013
situation,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt,59151157
technique,a practical method or art applied to some particular task,59108937
rated,assign a rank or rating to,59102029
institution,an organization founded and united for a specific purpose,59100480
est,"standard time in the 5th time zone west of Greenwich, reckoned at the 75th meridian; used in the eastern United States",59096111
challenge,take exception to,59082589
amazon,a large strong and aggressive woman,58888445
retail,the selling of goods to consumers; usually in small quantities and not for resale,58807898
existing,having existence or being or actuality,58803077
quite,to a degree (not used with a negative),58777731
variable,liable to or capable of change,58736585
positive,characterized by or displaying affirmation or acceptance or certainty etc.,58693494
selected,chosen in preference to another,58668257
housing,structures collectively in which people are housed,58638259
surface,the outer boundary of an artifact or a material layer constituting or resembling such a boundary,58632563
breast,the front of the trunk from the neck to the abdomen,58626554
brother,a male with the same parents as someone else,58541225
beautiful,delighting the senses or exciting intellectual or emotional admiration,58503804
lady,a polite name for any woman,58395651
forward,at or to or toward the front; ; ; ; (`forrad' and `forrard' are dialectal variations),58382492
significant,important in effect or meaning,58338630
museum,a depository for collecting and displaying objects having scientific or historical or artistic value,58254664
provision,a stipulated condition,58218294
couple,a pair who associate with one another,58208821
useful,being of use or service,58144584
directly,without deviation,58144287
doctor,a licensed medical practitioner,58058321
providing,give something useful or necessary to,57957650
basket,a container that is usually woven and has handles,57956995
md,a radioactive transuranic element synthesized by bombarding einsteinium with alpha particles (Md is the current symbol for mendelevium but Mv was formerly the symbol),57947360
finding,"the act of determining the properties of something, usually by research or calculation",57859980
farm,workplace consisting of farm buildings and cultivated land as a unit,57843397
sponsor,assume sponsorship of,57788374
iii,the cardinal number that is the sum of one and one and one,57745337
gmt,"the local time at the 0 meridian passing through Greenwich, England; it is the same everywhere",57610397
bring,take something or somebody with oneself somewhere,57608074
max,street names for gamma hydroxybutyrate,57564989
flow,the motion characteristic of fluids (liquids or gases),57481417
trying,hard to endure,57462639
considered,deem to be,57378298
traffic,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,57285405
utility,a company that performs a public service; subject to government regulation,57267089
default,loss due to not showing up,57253758
told,express in words,57248600
bug,general term for any insect or similar creeping or crawling invertebrate,57245740
joined,of or relating to two people who are married to each other,57202778
theme,the subject matter of a conversation or discussion,57194325
modern,belonging to the modern era; since the Middle Ages,57150843
attorney,a professional person authorized to practice law; conducts lawsuits or gives legal advice,57137817
pop,bulge outward,57137816
cool,neither warm nor very cold; giving relief from heat,57131174
valid,well grounded in logic or truth or having legal force,57094711
ball,round object that is hit or thrown or kicked in games,57083746
television,broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs,57067792
switch,"change over, change around, as to a new order or sequence",57032795
grand,of behavior that is impressive and ambitious in scale or scope,57003112
membership,the body of members of an organization or group,56997857
mb,"a unit of information equal to 1000 kilobits or 10^6 (1,000,000) bits",56972137
ireland,a republic consisting of 26 of 32 counties comprising the island of Ireland; achieved independence from the United Kingdom in 1921,56905567
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,56868739
football,any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal,56774707
mm,a metric unit of length equal to one thousandth of a meter,56765148
sexy,marked by or tending to arouse sexual desire or interest,56756180
demand,request urgently and forcefully,56701899
zone,a locally circumscribed place characterized by some distinctive features,56616482
testing,the act of subjecting to experimental test in order to determine how well something works,56613169
chair,"a seat for one person, with a support for the back",56597075
announcement,a formal public statement,56529782
instead,"in place of, or as an alternative to",56499843
wrote,produce a literary work,56421594
german,of or pertaining to or characteristic of Germany or its people or language,56388797
fl,a state in southeastern United States between the Atlantic and the Gulf of Mexico; one of the Confederate states during the American Civil War,56346621
entire,constituting the full quantity or extent; complete,56327035
educational,relating to the process of education,56282937
thousand,the cardinal number that is the product of 10 and 100,56265477
leading,indicating the most important performer or role,56216612
lawyer,a professional person authorized to practice law; conducts lawsuits or gives legal advice,56212781
fitness,the quality of being suitable,56079563
chinese,of or pertaining to China or its peoples or cultures,56076581
pressure,the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit),56029796
asia,the largest continent with 60% of the earth's population; it is joined to Europe on the west to form Eurasia; it is the site of some of the world's earliest civilizations,55992121
rest,something left after other parts have been taken away,55957144
republic,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,55871319
improvement,a change for the better; progress in development,55861350
attack,launch an attack or assault on; begin hostilities or start warfare with,55851080
il,a midwestern state in north-central United States,55732740
mary,the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics,55715666
count,determine the number or amount of,55675339
likely,has a good chance of being the case or of coming about,55669441
develop,"make something new, such as a product or a mental or artistic creation",55611036
debt,the state of owing something (especially money),55609419
wind,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure,55603262
processing,preparing or putting through a prescribed procedure,55499899
scale,an ordered reference standard,55469673
java,an island in Indonesia to the south of Borneo; one of the world's most densely populated regions,55360149
mailing,mail sent by a sender at one time,55315755
fit,be agreeable or acceptable to,55284806
seems,give a certain impression or have a certain outward aspect,55276661
interview,"conduct an interview in television, newspaper, and radio reporting",55272355
morning,the time period between dawn and noon,55268727
faculty,one of the inherent cognitive or perceptual powers of the mind,55213209
alert,warn or arouse to a sense of danger or call to a state of preparedness,55193166
photography,the act of taking and printing photographs,55184430
pick,select carefully from a group,55170145
contains,include or contain; have as a component,55145932
stone,a lump or mass of hard consolidated mineral matter,55106393
fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,54923910
bear,have,54908230
variety,a collection containing a variety of sorts of things,54902084
election,a vote to select the winner of a position or political office,54895155
assistance,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,54848470
completed,successfully completed or brought to an end,54810628
path,a course of conduct,54711903
chemical,relating to or used in chemistry,54600680
apple,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh,54575761
concept,an abstract or general idea inferred or derived from specific instances,54521701
dance,move in a graceful and rhythmical way,54450109
root,(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground,54444538
father,a male parent (also used as a term of address to your father),54388623
expected,considered likely or probable to happen or arrive,54346724
dating,use of chemical analysis to estimate the age of geological specimens,54292714
pacific,the largest ocean in the world,54275558
motor,machine that converts other forms of energy into mechanical energy and so imparts motion,54179374
mini,a very short skirt,54112764
longer,for more time,54063969
consider,deem to be,54062139
laptop,a portable computer small enough to use in your lap,54038524
remove,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",54012433
cup,a small open container usually used for drinking; usually has a handle,53967499
saving,an act of economizing; reduction in cost,53938519
northern,in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line,53902706
behind,in or to or toward the rear,53892722
advance,a movement forward,53806684
winter,the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox,53743632
concern,be relevant to,53677487
recommendation,something (as a course of action) that is recommended as advisable,53673329
fair,free from favoritism or self-interest or bias or deception; conforming with established standards or rules,53602058
column,a line of units following one after another,53565423
wife,a married woman; a man's partner in marriage,53541789
deep,relatively deep or strong; affecting one deeply,53536903
buying,the act of buying,53534781
proposed,"make a proposal, declare a plan for something",53512775
iraq,a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq,53510329
require,"require as useful, just, or proper",53495303
patch,a small contrasting part of something,53476505
outdoor,"located, suited for, or taking place in the open air",53462150
otherwise,in other respects or ways,53406486
allows,make it possible through a specific action or lack of action for something to happen,53352976
youth,a young person (especially a young man or boy),53352371
core,a small group of indispensable persons or things,53228216
transportation,a facility consisting of the means and equipment necessary for the movement of passengers or goods,53225329
reported,made known or told about; especially presented in a formal account,53189294
politics,social relations involving intrigue to gain authority or power,53007762
representative,a person who represents others,52998420
jersey,a Mid-Atlantic state on the Atlantic; one of the original 13 colonies,52881336
argument,a fact or assertion offered as evidence that something is true,52873709
rent,"a payment or series of payments made by the lessee to an owner for use of some property, facility, equipment, or service",52861758
mi,destruction of heart tissue resulting from obstruction of the blood supply to the heart muscle,52710843
dream,a series of mental images and emotions occurring during sleep,52657185
sense,a general conscious awareness,52629633
cock,tilt or slant to one side,52616827
modified,changed in form or character,52557860
released,"release, as from one's grip",52546300
internal,happening or arising or located within some limits or especially surface,52515245
born,brought into existence,52510893
recommended,push for something,52496488
rose,any of many shrubs of the genus Rosa that bear roses,52496289
lord,terms referring to the Judeo-Christian God,52474647
evaluation,act of ascertaining or fixing the value or worth of,52465298
presentation,the activity of formally presenting something (as a prize or reward),52405983
detailed,developed or executed with care and in minute detail; ; - John Buchan,52396856
forest,the trees and other plants in a large densely wooded area,52396413
estimate,judge tentatively or form an estimate of (quantities or time),52370048
japanese,of or relating to or characteristic of Japan or its people or their culture or language,52356852
parameter,a constant in the equation of a curve that can be varied to yield a family of similar curves,52223257
approved,established by authority; given authoritative approval,52215969
except,take exception to,52183597
respect,(usually preceded by `in') a detail or point,52180416
rape,force (someone) to have sex against their will,52166558
minister,a person authorized to conduct religious worship,52107215
maintenance,activity involved in maintaining something in good working order,52006621
maybe,by chance,51895609
economy,the system of production and distribution and consumption,51853436
capacity,capability to perform or produce,51802951
moving,in motion,51765877
dealer,someone who purchases and maintains an inventory of goods to be sold,51642165
pretty,to a moderately sufficient extent or degree,51621090
merchant,a businessperson engaged in retail trade,51603557
flat,"having a surface without slope, tilt in which no part is higher or lower than another",51599402
beginning,the event consisting of the start of something,51574347
spain,a parliamentary monarchy in southwestern Europe on the Iberian Peninsula; a former colonial power,51572640
temperature,the degree of hotness or coldness of a body or environment (corresponding to its molecular activity),51558461
southern,in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line,51536707
chance,a possibility due to a favorable combination of circumstances,51442371
boston,state capital and largest city of Massachusetts; a major center for banking and financial services,51432830
incest,sexual intercourse between persons too closely related to marry (as between a parent and a child),51428013
remote,located far away spatially,51395657
submitted,refer for judgment or consideration,51387515
minimum,the least possible,51315205
fat,having an (over)abundance of flesh,51311873
workshop,small workplace where handcrafts or manufacturing are done,51291770
interested,having or showing interest; especially curiosity or fascination or concern,51282170
campus,a field on which the buildings of a university are situated,51208501
throughout,from first to last,51160616
arm,a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb,51156978
mike,device for converting sound waves into electrical energy,51136599
platform,a raised horizontal surface,51088412
defined,clearly characterized or delimited,51033173
playing,the act of playing a musical instrument,51019438
martin,French bishop who is a patron saint of France (died in 397),50995905
crime,(criminal law) an act punishable by law; usually considered an evil act,50877596
virtual,being actually such in almost every respect,50843671
established,brought about or set up or accepted; especially long established,50818165
external,happening or arising or located outside or beyond some limits or especially surface,50777115
dark,devoid of or deficient in light or brightness; shadowed or black,50740032
programming,setting an order and time for planned events,50630393
ten,being one more than nine,50614853
implementation,the act of accomplishing some aim or executing some order,50612489
saw,cut with a saw,50570151
regarding,deem to be,50409715
installation,the act of installing something (as equipment),50353882
offered,"make available or accessible, provide or furnish",50347350
understanding,the cognitive condition of someone who understands,50334131
steel,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range,50194670
graduate,receive an academic degree upon completion of one's studies,50184233
specification,a detailed description of design criteria for a piece of work,50143524
enjoy,derive or receive pleasure from; get enjoyment from; take pleasure in,50141455
th,the fifth day of the week; the fourth working day,50136473
po,a radioactive metallic element that is similar to tellurium and bismuth; occurs in uranium ores but can be produced by bombarding bismuth with neutrons in a nuclear reactor,50101902
complex,complicated in structure; consisting of interconnected parts,50092131
exercise,the activity of exerting your muscles in various ways to keep fit,50046036
chief,most important element,50021210
un,an organization of independent states formed in 1945 to promote international peace and security,49982668
visual,relating to or using sight,49969150
sub,be a substitute,49955820
diamond,a transparent piece of diamond that has been cut and polished and is valued as a precious gem,49939500
wrong,not correct; not in conformity with fact or truth,49934294
script,a written version of a play or other dramatic composition; used in preparing for a performance,49886342
boat,a small vessel for travel on water,49704793
guideline,a light line that is used in lettering to help align the letters,49698744
edge,the boundary of a surface,49695533
permission,approval to do something,49665270
na,a silvery soft waxy metallic element of the alkali metal group; occurs abundantly in natural compounds (especially in salt water); burns with a yellow flame and reacts violently in water; occurs in sea water and in the mineral halite (rock salt),49577560
secretary,a person who is head of an administrative department of government,49567838
increased,made greater in size or amount or degree,49547349
jack,a small worthless amount,49547185
babe,a very young child (birth to 1 year) who has not yet begun to walk or talk,49505821
civil,applying to ordinary citizens as contrasted with the military,49495349
duty,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,49442017
electric,using or providing or producing or transmitting or operated by electricity,49346151
village,a community of people smaller than a town,49333133
led,diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used,49275665
square,(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon,49224570
fixed,(of a number) having a fixed and unchanging value,49215402
tom,(ethnic slur) offensive and derogatory name for a Black man who is abjectly servile and deferential to Whites,49170897
bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,49130879
lab,a workplace for the conduct of scientific research,49108169
writer,writes (books or stories or articles or the like) professionally (for pay),49072599
finally,after an unspecified period of time or an especially long delay,48999091
damage,inflict damage upon,48993361
az,the azimuth of a celestial body is the angle between the vertical plane containing it and the plane of the meridian,48985772
reserve,"hold back or set aside, especially for future use or contingency",48972726
progress,gradual improvement or growth or development,48912113
au,a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia,48888873
diet,a prescribed selection of foods,48882017
unknown,not known,48875146
paris,the capital and largest city of France; and international center of culture and commerce,48831449
coast,the shore of a sea or ocean,48826622
ohio,a midwestern state in north central United States in the Great Lakes region,48812305
adventure,a wild and exciting undertaking (not necessarily lawful),48773118
musical,characterized by or capable of producing music,48683983
requires,"require as useful, just, or proper",48668931
supplier,someone whose business is to supply a particular service or commodity,48661895
fully,to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form),48616832
tit,either of two soft fleshy milk-secreting glandular organs on the chest of a woman,48550960
upgrade,rate higher; raise in value or esteem,48506564
asset,a useful or valuable quality,48481339
resident,someone who lives at a particular place for a prolonged period or who was born there,48455482
dead,no longer having or seeming to have or expecting to have life,48412882
transport,move something or somebody around; usually over long distances,48388367
specified,clearly and explicitly stated,48284665
poor,deserving or inciting pity; ; ; - Galsworthy,48168685
pst,"standard time in the 8th time zone west of Greenwich, reckoned at the 120th meridian west; used in far western states of the United States",48156259
bus,a vehicle carrying many passengers; used for public transport,48131013
currency,the metal or paper medium of exchange that is presently used,48109321
objective,the goal intended to be attained (and which is believed to be attainable),48103228
worth,worthy of being treated in a particular way; ;  (often used ironically),48099042
showing,the display of a motion picture,48048028
xxx,the cardinal number that is the product of ten and three,47989278
essential,absolutely necessary; vitally necessary,47936682
fucking,slang for sexual intercourse,47930903
flag,emblem usually consisting of a rectangular piece of cloth of distinctive design,47921009
georgia,a state in southeastern United States; one of the Confederate states during the American Civil War,47898290
moment,a particular point in time,47882449
peace,the state prevailing during the absence of war,47872263
traditional,consisting of or derived from tradition,47847595
fiction,a literary work based on the imagination and not necessarily on fact,47808659
competition,a business relation in which two parties compete to gain customers,47798484
vision,a vivid mental image,47765922
creative,having the ability or power to create,47737474
australian,a native or inhabitant of Australia,47715830
funding,financial resources provided to make some project possible,47702677
bottom,the lower side of anything,47685192
principle,a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct,47683869
proposal,something proposed (such as a plan or assumption),47678318
designer,a person who specializes in designing architectural interiors and their furnishings,47632701
profit,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),47625692
icon,(computer science) a graphic symbol (usually a simple picture) that denotes a program or a command or a data file or a concept in a graphical user interface,47605064
agree,be in accord; be in agreement,47500911
stream,a natural body of running water flowing on or under the earth,47475128
destination,the place designated as the end (as of a race or journey),47441220
hear,perceive (sound) via the auditory sense,47426506
sometimes,on certain occasions or in certain cases but not always,47402973
vega,prolific Spanish playwright (1562-1635),47392351
injury,any physical damage to the body caused by violence or accident or fracture etc.,47372060
bible,the sacred writings of the Christian religions,47367976
royal,of or relating to or indicative of or issued or performed by a king or queen or other monarch,47361578
motion,the use of movements (especially of the hands) to communicate familiar or prearranged signals,47336175
beyond,farther along in space or time or degree,47315243
russian,of or pertaining to or characteristic of Russia or its people or culture or language,47307990
literature,creative writing of recognized artistic value,47298333
branch,a division of some larger or more complex organization,47244524
gear,set the level or character of,47196672
amateur,someone who pursues a study or sport as a pastime,47156193
generation,all the people living at the same time or of approximately the same age,47131868
former,referring to the first of two things or persons mentioned (or the earlier one or ones of several),47125847
load,weight to be borne or conveyed,47072172
extension,a mutually agreed delay in the date set for the completion of a job or payment of a debt,47016733
interesting,arousing or holding the attention,46983244
camp,temporary living quarters specially built by the army for soldiers,46967057
jump,move forward by leaps and bounds,46930563
accepted,generally approved or compelling recognition,46922000
army,a permanent organization of the military land forces of a nation or state,46902606
walk,use one's feet to advance; advance by steps,46873435
african,of or relating to the nations of Africa or their peoples,46854651
paperback,a book with paper covers,46761136
die,pass from physical life and lose all bodily attributes and functions necessary to sustain life,46745446
presented,give an exhibition of to an interested audience,46729648
emergency,a sudden unforeseen crisis (usually involving danger) that requires immediate action,46720881
justice,the quality of being just or fair,46700513
gene,(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity,46663109
phase,any distinct time period in a sequence of events,46624887
comic,arousing or provoking laughter,46596615
clean,free from dirt or impurities; or having clean habits,46556374
respective,considered individually,46528775
spanish,the Romance language spoken in most of Spain and the countries colonized by Spain,46482449
michigan,a midwestern state in north central United States in the Great Lakes region,46437105
sequence,serial arrangement in which things follow in logical order or a recurrent pattern,46434404
signal,any nonverbal action or gesture that encodes a message,46408529
columbia,a North American river; rises in southwestern Canada and flows southward across Washington to form the border between Washington and Oregon before emptying into the Pacific; known for its salmon runs in the spring,46367780
guarantee,give surety or assume responsibility,46277955
dictionary,a reference book containing an alphabetical list of words with information about them,46264303
monthly,a periodical that is published every month (or 12 issues per year),46261465
reservation,a district that is reserved for particular purpose,46242079
highest,greater than normal in degree or intensity or amount,46234721
helpful,providing assistance or serving a useful function,46208737
kb,a unit of information equal to 1000 bits,46202617
fashion,how something is done or how it happens,46148185
seat,a space reserved for sitting (as in a theater or on a train or airplane),46137154
critical,marked by a tendency to find and call attention to errors and flaws,46136062
subscription,a payment for consecutive issues of a newspaper or magazine for a given period of time,46089599
hr,a period of time equal to 1/24th of a day,46080294
counter,table consisting of a horizontal surface over which business is transacted,46051982
query,pose a question,46007105
religion,a strong belief in a supernatural power or powers that control human destiny,45981107
height,the vertical dimension of extension; distance from the base of something to the top,45972154
truck,an automotive vehicle suitable for hauling,45945319
networking,communicate with and within a group,45918427
chain,a series of things depending on each other as if linked together,45851350
saint,a person who has died and has been declared a saint by canonization,45833660
cv,a summary of your academic and work history,45819777
campaign,a race between candidates for elective office,45809124
spirit,the vital principle or animating force within living things,45791642
balance,a state of equilibrium,45768130
palm,the inner surface of the hand from the wrist to the base of the fingers,45758669
mouse,any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails,45725196
lee,United States filmmaker whose works explore the richness of black culture in America (born in 1957),45693498
drop,let fall to the ground,45620690
revenue,the entire amount of income before any deductions are made,45596929
satellite,man-made equipment that orbits around the earth or the moon,45588215
advantage,the quality of having a superior or more favorable position,45532673
changed,made or become different in nature or form,45453557
heard,detected or perceived by the sense of hearing,45436523
quantity,how much there is or how many there are of something that you can quantify,45432088
colorado,a state in west central United States in the Rocky Mountains,45428732
cruise,drive around aimlessly but ostentatiously and at leisure,45345354
movement,a change of position that does not entail a change of location,45323209
largest,above average in size or number or quantity or magnitude or extent,45314848
produce,bring forth or yield,45309380
mass,the property of a body that causes it to have weight in a gravitational field,45284489
league,an association of sports teams that organizes matches for its members,45254625
relevant,having a bearing on or connection with the subject at issue,45242119
skip,bypass,45237219
weekend,a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday,45215385
weekly,a periodical that is published every week (or 52 issues per year),45204152
connect,"connect, fasten, or put together two or more pieces",45133501
professor,someone who is a member of the faculty at a college or university,45107397
virus,(virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein,45072576
transaction,the act of transacting within or between groups (as carrying on commercial activities),45067109
newspaper,a daily or weekly publication on folded sheets; contains news and articles and advertisements,45054014
attention,the process whereby a person concentrates on some features of the environment to the (relative) exclusion of others,45017405
applied,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,44960208
pocket,a small pouch inside a garment for carrying small articles,44906676
described,give a description of,44905064
pain,a symptom of some physical hurt or disorder,44900758
hearing,(law) a proceeding (usually by a court) where evidence is taken for the purpose of determining an issue of fact and reaching a decision based on that evidence,44863940
architecture,an architectural product or work,44848499
seven,being one more than six,44648436
waste,spend thoughtlessly; throw away,44621034
secret,not open or public; kept private or not revealed,44597035
disc,sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove,44545089
allowed,make it possible through a specific action or lack of action for something to happen,44526131
correct,make right or correct,44467948
charles,King of France from 1560 to 1574 whose reign was dominated by his mother Catherine de Medicis (1550-1574),44466066
ending,the end of a word (a suffix or inflectional ending or final morpheme),44442745
guitar,a stringed instrument usually having six strings; played by strumming or plucking,44384916
selling,the exchange of goods for an agreed sum of money,44375770
context,discourse that surrounds a language unit and helps to determine its interpretation,44372896
specie,coins collectively,44368020
wheel,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines),44349913
coverage,the total amount and type of insurance carried,44227160
older,advanced in years; (`aged' is pronounced as two syllables),44222089
poll,an inquiry into public opinion conducted by interviewing a random sample of people,44217139
illinois,a midwestern state in north-central United States,44214414
priority,status established in order of importance or urgency,44205294
pricing,the evaluation of something in terms of its price,44064242
documentation,confirmation that some fact or statement is true through the use of documentary evidence,44052394
random,lacking any definite plan or order or purpose; governed by or depending on chance,44038489
favourite,a competitor thought likely to win,43919600
fuel,a substance that can be consumed to produce energy,43806022
operator,(mathematics) a symbol or function representing a mathematical operation,43801310
cm,a metric unit of length equal to one hundredth of a meter,43774327
aspect,a distinct feature or element in a problem,43728930
sec,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites,43706717
trading,buying or selling securities or commodities,43706094
vendor,someone who promotes or exchanges goods or services for money,43698805
partnership,the members of a business venture created by contract,43689009
rank,a row or line of people (especially soldiers or police) standing abreast of one another,43630695
giving,the act of giving,43506778
quarter,one of four equal parts,43476807
leather,an animal skin made smooth and flexible by removing the hair and then tanning,43324700
bridge,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,43263827
listen,hear with intention,43252527
bob,move up and down repeatedly,43232574
discuss,to consider or examine in speech or writing,43208309
accept,consider or hold as true,43171429
offering,something offered (as a proposal or bid),43157600
automotive,of or relating to motor vehicles,43128760
naked,completely unclothed,43110969
fantasy,imagination unrestricted by reality,43092529
scene,the place where some action occurs,43063991
initial,occurring at the beginning,43048548
successful,having succeeded or being marked by a favorable outcome,43041696
sold,exchange or deliver for money or its equivalent,42979181
template,a model or standard for making comparisons,42964985
employer,a person or firm that employs workers,42959352
clinical,relating to a clinic or conducted in or as if in a clinic and depending on direct observation of patients,42951421
miss,fail to perceive or to catch with the senses or the mind,42906521
joint,united or combined,42905102
lowest,lowest in rank or importance,42865965
comparison,the act of examining resemblances,42860377
coffee,a beverage consisting of an infusion of ground coffee beans,42858323
highly,to a high degree or extent; favorably or with much respect,42857273
premium,payment for insurance,42848332
publishing,the business of issuing printed matter for sale or distribution,42830042
